cta_per,cta_id,(No column name),(No column name),total
60067,2959416,PTM,6,5864.95
60073,3004284,PTM,6,18208.71
60077,2768603,PTM,12,4348.95
60077,2993825,PTM,6,2798.29
60123,2403390,PTM,6,13157.73
60131,2781307,PTM,978,6487.33
60211,2255312,PTM,6,10944.11
60219,2991760,PTM,6,13150.42
60295,3234032,PTM,15,1483955.26
60299,3079827,PTM,9,459133.98
60303,3080365,PTM,10,73121.46
60308,3087846,PTM,12,59695.94
60310,2517965,PTM,4,116955.09
60310,2600901,PTM,4,29209.62
60310,2722352,PTM,16,78637.94
60310,3228975,PTM,21,2880547.95
60310,3233784,PTM,11,417521.18
60331,3098104,PTM,13,92627.96
60447,2481993,PTM,608,3180.03
60479,2779615,PTM,6,5274.57
60487,2467795,PTM,6,5921.93
60550,2822788,PTM,238,11492.01
60574,2471702,PTM,1,8942.55
60585,2794887,PTM,6,5957.14
60590,2989087,PTM,9,14516.86
60611,2614692,PTM,133,10069.90
60621,2741210,PTM,6,5395.81
60634,2693297,PTM,6,6070.29
60644,2751421,PTM,6,10410.76
60659,2626670,PTM,6,14946.77
60723,3099569,PTM,12,5741.89
60751,2826894,PTM,6,3663.81
60757,2436139,PTM,12,3921.84
60784,2824013,PTM,133,4959.39
60804,2435181,PTM,6,6504.08
60825,2683618,PTM,1,7110.04
60856,2445661,PTM,6,3777.51
60894,2787982,PTM,9,8697.90
60909,2919757,PTM,6,3361.66
60950,2497519,PTM,6,1754.36
60966,2839199,PTM,6,1624.68
60970,2320546,PTM,6,2461.40
61005,2673842,PTM,385,8898.47
61015,2821392,PTM,12,10767.83
61136,2616357,PTM,6,4383.12
61163,2388226,PTM,9,1589.53
61168,2232823,PTM,6,4109.18
61224,2968105,PTM,6,3183.68
61234,2605147,PTM,6,4146.88
61257,2971865,PTM,72,1667.86
61379,3009078,PTM,310,8289.78
61627,2115060,PTM,6,31422.51
61627,2660502,PTM,3,33227.93
61648,2640165,PTM,6,4925.38
61732,2471496,PTM,9,1983.19
61781,3003946,PTM,49,13060.38
61832,2732830,PTM,9,2697.91
61925,2995742,PTM,9,7044.72
62102,2839923,PTM,611,8842.06
62172,2765472,PTM,12,5255.62
62190,3092161,PTM,6,9770.23
62191,2582297,PTM,9,7996.59
62193,2626697,PTM,9,33012.77
62237,2426790,PTM,23,5184.20
62326,2521995,PTM,90,7276.32
62410,2393961,PTM,12,3656.53
62491,2587615,PTM,9,2990.51
62542,2717072,PTM,12,3362.16
62603,2624989,PTM,9,3305.32
62700,3066162,PTM,46,4936.28
62779,2708471,PTM,9,14159.10
62814,2779515,PTM,6,4115.64
62845,2314989,PTM,200,15001.16
62856,2771559,PTM,6,3178.94
62882,3094465,PTM,12,8325.74
62953,2813906,PTM,12,1393.92
62968,2824163,PTM,935,8052.06
63020,2347884,PTM,9,2503.17
63072,2741261,PTM,6,6340.08
63072,3021284,PTM,3,9839.47
63102,2487314,PTM,6,2360.94
63129,2676251,PTM,6,9322.38
63136,2718404,PTM,12,3686.81
63140,2449430,PTM,6,4385.91
63142,2616355,PTM,6,7930.04
63153,2901151,PTM,55,6569.51
63160,2439065,PTM,6,7070.06
63161,3001627,PTM,9,22648.06
63182,2996280,PTM,34,13128.29
63212,2979015,PTM,177,11352.20
63215,2629209,PTM,438,14767.97
63232,3031450,PTM,3,3353.13
63234,3101485,PTM,6,23761.15
63256,2418110,PTM,9,9229.98
63267,2684036,PTM,6,7554.14
63272,2804924,PTM,9,4892.94
63283,2582371,PTM,3,730.02
63309,2351247,PTM,129,464.98
63312,2685446,PTM,235,2502.28
63315,2165365,PTM,6,1598.62
63319,2917810,PTM,3,4448.82
63328,2294020,PTM,6,6123.56
63328,2580457,PTM,9,6313.80
63459,2888965,PTM,3,4237.77
63460,3136355,PTM,4,7476.49
63474,3136841,PTM,6,3738.11
63482,3229872,PTM,0,56378.88
63500,2156381,PTM,12,9670.51
63503,2404216,PTM,1,11997.62
63512,2484764,PTM,69,4484.57
63514,2582464,PTM,9,1416.57
63536,2582442,PTM,1,2360.94
63548,2396164,PTM,6,2157.90
63565,2316968,PTM,174,8218.35
63591,2170201,PTM,6,9090.28
63597,3003699,PTM,9,4466.51
63624,2420396,PTM,6,4980.81
63629,2706322,PTM,12,5099.36
63634,2485741,PTM,118,3055.43
63659,3042096,PTM,118,4571.97
63660,2984728,PTM,1,7586.32
63697,2733379,PTM,420,3821.88
63704,2736538,PTM,398,10731.10
63744,2632762,PTM,12,1991.12
63753,3001663,PTM,3,2533.61
63770,2440191,PTM,9,10048.25
63841,3083084,PTM,13,530446.67
63854,2383085,PTM,12,46298.11
63889,3230861,PTM,1,24992.74
63934,2867369,PTM,6,4839.00
63971,3099095,PTM,9,6543.58
63993,2532687,PTM,3,10526.19
64029,3100777,PTM,12,15182.37
64040,2597099,PTM,3,3529.88
64077,2491425,PTM,6,1573.78
64085,2526062,PTM,12,5997.45
64092,2731662,PTM,3,6028.16
64103,2438988,PTM,6,3576.27
64111,2919724,PTM,12,4750.74
64114,3079971,PTM,6,9067.09
64121,2646845,PTM,3,2029.29
64130,2678780,PTM,9,6977.47
64131,2694198,PTM,235,10274.53
64133,3075450,PTM,65,3234.87
64135,2891486,PTM,1094,9977.50
64193,2723705,PTM,12,12203.17
64211,2738781,PTM,12,3911.96
64229,3136034,PTM,20,2529.63
64250,2711671,PTM,21,7371.68
64250,3144355,PTM,19,3661.76
64260,2449418,PTM,6,2165.57
64286,3136286,PTM,6,5269.69
64296,2841584,PTM,9,1154.68
64310,2737673,PTM,12,1907.37
64313,2415056,PTM,6,3691.99
64320,2690360,PTM,9,11241.28
64327,3088774,PTM,241,21124.51
64415,2968802,PTM,11,42681.60
64418,3087459,PTM,6,10340.57
64465,3035372,PTM,9,18734.01
64532,2723428,PTM,49,2913.87
64534,2385793,PTM,12,3146.84
64576,2430821,PTM,9,5411.43
64611,2468555,PTM,9,10206.47
64646,2362117,PTM,9,2666.32
64691,2736955,PTM,136,9136.81
64692,2580914,PTM,6,4608.51
64706,2734564,PTM,75,1089.65
64734,2952587,PTM,9,3286.77
64758,3097894,PTM,6,8375.78
64764,3230777,PTM,6,13189.69
64782,2674810,PTM,6,2832.80
64827,3100344,PTM,6,7909.25
64835,2650259,PTM,9,10394.74
64884,3101071,PTM,12,16399.94
64887,2592815,PTM,9,1983.19
64993,2666400,PTM,12,4482.88
65006,3101563,PTM,1,50929.00
65006,3234034,PTM,16,41165.27
65006,3234035,PTM,14,41274.00
65006,3234036,PTM,9,15308.80
65006,3234045,PTM,10,41603.76
65006,3234046,PTM,12,47006.52
65009,2793178,PTM,373,12507.21
65022,2887846,PTM,9,3205.10
65023,1889851,PTM,6,2572.58
65052,2270638,PTM,12,883.92
65055,2726571,PTM,9,9597.12
65086,3233741,PTM,21,12072.47
65125,2973692,PTM,12,19169.23
65185,2536687,PTM,390,5537.99
65186,2757146,PTM,307,10813.59
65203,2721097,PTM,3,2292.67
65288,2748155,PTM,26,1692.82
65332,2217121,PTM,6,8464.30
65382,2434943,PTM,9,2880.32
65492,2888883,PTM,12,13219.14
65560,2855760,PTM,3,2021.08
65811,2582892,PTM,9,2360.94
65860,2880716,PTM,6,3187.71
65874,2888041,PTM,51,9622.98
65876,2757306,PTM,49,5429.99
66010,2504895,PTM,9,2837.82
66086,2788066,PTM,12,1873.11
66158,2811798,PTM,12,7208.01
66216,2992087,PTM,6,2499.73
66233,2727199,PTM,6,4294.24
66243,2674085,PTM,6,5004.55
66265,2971457,PTM,6,3206.01
66269,2735303,PTM,9,3091.85
66397,2626801,PTM,1,2756.18
66606,3045545,PTM,16,3626.84
66665,2835839,PTM,9,548.51
66696,2624276,PTM,26,1911.90
67046,2819402,PTM,12,3173.29
67198,2598546,PTM,6,3081.88
67309,3006326,PTM,3,1231.74
67334,2797577,PTM,9,3015.33
67334,2970018,PTM,16,3678.41
67496,2492503,PTM,6,3498.77
67552,2676267,PTM,12,2126.93
67649,2447704,PTM,9,4126.68
67660,2956008,PTM,9,9811.16
67683,2615801,PTM,9,9862.02
67722,2761486,PTM,9,1045.44
67744,2641490,PTM,6,6912.76
67749,2192338,PTM,9,2945.86
67760,2513628,PTM,18,7500.58
67761,2179545,PTM,6,2749.47
67888,2692044,PTM,9,4294.24
67891,2689719,PTM,6,2055.69
67913,2535547,PTM,9,2953.59
67936,2650361,PTM,9,2543.83
67955,2624272,PTM,9,1888.76
67962,2688805,PTM,9,2919.32
67962,2940400,PTM,11,9243.32
67963,2582894,PTM,6,3777.51
67972,2963437,PTM,1,3031.56
67985,2635167,PTM,6,2412.25
68072,2540082,PTM,12,2304.25
68219,2513991,PTM,6,4451.12
68247,2626800,PTM,12,2833.13
68289,2778426,PTM,31,5228.08
68455,2015700,PTM,12,1894.65
68530,2272748,PTM,180,2529.03
68554,2678791,PTM,9,7477.70
68578,3010097,PTM,90,4255.11
68710,2466881,PTM,6,3081.88
68855,2810029,PTM,9,5592.89
68873,2582897,PTM,1,1676.27
69008,2715707,PTM,139,1037.76
69158,2943758,PTM,6,4897.40
69163,3033199,PTM,12,2659.68
69207,2896078,PTM,9,4059.95
69251,2538046,PTM,9,12084.10
69338,2670854,PTM,6,4894.50
69379,2984949,PTM,17,80510.52
69435,3078142,PTM,6,183796.90
69603,2618830,PTM,9,2990.89
69676,2403400,PTM,6,3987.85
69686,2689225,PTM,6,8069.18
69730,2818109,PTM,3,5099.66
69769,2669719,PTM,12,1288.27
69812,2700775,PTM,12,9283.69
69984,2582935,PTM,12,3287.34
70055,3228728,PTM,6,23898.36
70101,2903734,PTM,12,4103.69
70138,2419246,PTM,9,6663.83
70212,2519537,PTM,12,8771.82
70374,2835421,PTM,12,8618.65
70564,2611986,PTM,12,25440.22
70574,2710468,PTM,9,8183.65
70613,2828988,PTM,6,11474.23
70649,2321688,PTM,6,23693.60
70649,2794929,PTM,6,21894.86
70662,2598390,PTM,9,5963.95
70709,2759937,PTM,12,9731.05
70722,2981783,PTM,6,4654.84
70726,2967421,PTM,5,5163.07
70757,3228589,PTM,1,10839.59
70774,2611981,PTM,593,30456.05
70822,2426399,PTM,42,10025.28
70829,2728769,PTM,6,4952.61
71016,2669720,PTM,6,330.57
71016,2688546,PTM,6,495.85
71038,2482212,PTM,6,4860.38
71053,2776278,PTM,6,4263.15
71107,2735326,PTM,203,13606.58
71111,2801894,PTM,1,5943.25
71187,3123345,PTM,9,1449.97
71255,2442962,PTM,31,3777.51
71278,2892241,PTM,6,8731.43
71318,2771478,PTM,9,3238.64
71322,3121082,PTM,36,3338.70
71351,3118635,PTM,6,2233.00
71418,3132725,PTM,6,5384.06
71474,1913884,PTM,9,4528.60
71525,2600975,PTM,9,194171.63
71525,2985416,PTM,12,203123.08
71525,3082781,PTM,16,352323.70
71541,2396050,PTM,174,3005.97
71601,2522370,PTM,6,3777.51
71625,2758166,PTM,304,2565.93
71639,2485383,PTM,6,14927.06
71675,3072295,PTM,3,2310.36
72040,2899033,PTM,6,1394.38
72277,3003810,PTM,6,2655.08
72605,3059706,PTM,11,12444.94
72658,3013075,PTM,9,3498.12
72740,2831424,PTM,115,10859.98
72787,2601030,PTM,12,1889.24
72889,3121422,PTM,9,2417.01
72973,3132731,PTM,12,3666.00
73020,2742691,PTM,9,3238.64
73049,2649408,PTM,6,3724.78
73474,2811586,PTM,12,7008.02
73588,2880768,PTM,6,4805.06
73612,3037669,PTM,6,2816.58
73630,2751514,PTM,9,3031.34
73658,2536708,PTM,12,1458.07
73766,2969442,PTM,115,13425.88
73840,2699747,PTM,6,5802.31
73939,3130934,PTM,12,1326.91
73947,2843980,PTM,12,4334.71
73984,3090937,PTM,395,2534.94
73991,3002280,PTM,6,10840.48
74005,2686758,PTM,6,3328.26
74023,2828714,PTM,6,3722.75
74067,2523483,PTM,12,8860.78
74067,2602022,PTM,12,8916.91
74096,3100398,PTM,11,1567150.68
74100,3136111,PTM,6,8922.96
74146,3130689,PTM,34,2072.97
74151,3125462,PTM,31,2067.89
74268,3077543,PTM,6,4759.86
74284,2888969,PTM,6,2585.65
74376,2885374,PTM,12,5248.63
74471,2995409,PTM,9,2445.11
74506,2426766,PTM,9,1472.59
74530,2680541,PTM,9,5652.75
74597,2605393,PTM,12,1332.31
74611,2803713,PTM,6,3344.05
74644,2419355,PTM,6,7811.96
74808,2693856,PTM,1,2334.96
74975,2733566,PTM,3,3868.21
74977,2769624,PTM,6,10657.87
75045,2831834,PTM,6,4936.55
75107,2348862,PTM,12,5502.23
75173,2638060,PTM,12,6451.91
75225,2803100,PTM,6,3928.49
75264,2579021,PTM,9,2360.94
75374,2992699,PTM,9,8495.77
75411,3012026,PTM,9,5019.01
75433,2743997,PTM,1,23099.24
75510,2716360,PTM,1,3097.98
75582,2466329,PTM,6,7834.47
75591,2175400,PTM,55,3081.88
75622,3019973,PTM,1,3732.00
75656,2821683,PTM,6,4257.08
75855,3044963,PTM,6,7351.37
75923,3035094,PTM,1,3098.24
75973,2983512,PTM,1,1693.69
76056,2410539,PTM,6,2304.25
76084,2731437,PTM,12,16238.15
76158,2413328,PTM,200,2146.04
76166,2997798,PTM,12,2300.36
76166,3076968,PTM,3,4075.14
76171,3031614,PTM,1,2161.41
76216,2638058,PTM,6,2765.11
76326,2617609,PTM,3,5404.52
76349,2747091,PTM,9,3475.10
76350,2974524,PTM,6,3730.57
76412,2996161,PTM,12,3607.12
76471,2701953,PTM,9,3154.20
76473,2528746,PTM,6,4608.51
76486,2676715,PTM,136,4232.15
76512,2492363,PTM,6,3589.06
76514,2769770,PTM,26,6524.00
76535,2692031,PTM,1,1468.35
76537,2138886,PTM,1,19296.51
76543,2523895,PTM,31,2740.92
76570,3096462,PTM,26,6098.95
76579,2321507,PTM,3,3545.20
76579,3077194,PTM,3,1542.10
76583,2445803,PTM,6,4917.28
76608,2745533,PTM,6,4170.46
76645,2826722,PTM,72,3159.10
76649,2807306,PTM,12,6515.99
76667,2203779,PTM,1,2779.89
76668,2916533,PTM,9,2891.61
76680,3100228,PTM,6,9227.44
76688,3002953,PTM,9,14831.00
76704,2683836,PTM,1,6525.54
76727,2637059,PTM,9,8452.18
76733,2687914,PTM,6,11604.62
76779,2883887,PTM,6,8271.44
76795,2666204,PTM,6,5918.04
76802,2196508,PTM,90,7855.63
76861,3015542,PTM,6,8104.48
76863,2667135,PTM,6,3770.70
76966,2369508,PTM,6,1767.84
77009,2837521,PTM,12,5099.66
77009,3037608,PTM,6,12225.45
77039,2579019,PTM,9,4438.58
77148,2403424,PTM,6,5069.36
77163,2842555,PTM,69,5599.41
77259,2895712,PTM,3,1343.43
77289,2625139,PTM,9,2360.94
77361,3029151,PTM,6,1605.70
77439,3086945,PTM,46,8417.43
77667,2813410,PTM,3,9700.53
77667,3026362,PTM,3,6325.83
77677,2538035,PTM,6,3187.85
77750,2841610,PTM,1,594.84
77786,2745557,PTM,1,2246.17
77804,2578648,PTM,12,4216.79
77833,2769595,PTM,6,7769.49
77918,2579029,PTM,3,1983.19
77979,2492368,PTM,6,1983.19
78048,2895785,PTM,177,3912.11
78048,3019832,PTM,9,2771.48
78057,2719243,PTM,6,7574.58
78066,2695383,PTM,12,4301.18
78066,2995311,PTM,6,4034.75
78109,2456154,PTM,3,10234.49
78135,2900848,PTM,6,6451.06
78156,2772959,PTM,12,1477.89
78157,2712634,PTM,12,34431.14
78162,3010374,PTM,482,5842.98
78188,2650704,PTM,49,2866.49
78200,2602097,PTM,127,3777.51
78204,2771697,PTM,12,5530.21
78212,2789215,PTM,9,9505.29
78245,2771005,PTM,6,9969.62
78284,2578637,PTM,9,2165.57
78338,2879656,PTM,6,9029.30
78353,2402419,PTM,1,4608.51
78353,2930940,PTM,1,1309.08
78354,2737941,PTM,55,3277.68
78393,2975397,PTM,3,1847.96
78417,3231464,PTM,5,11452.30
78417,3231465,PTM,5,23839.29
78417,3231477,PTM,6,7937.57
78417,3231478,PTM,6,36095.12
78417,3231479,PTM,6,137060.06
78417,3231480,PTM,6,13890.75
78464,2915398,PTM,1,1000.16
78474,3238270,PTM,17,16438.36
78513,2655368,PTM,75,2534.68
78531,2758345,PTM,12,3191.24
78534,2826542,PTM,6,7242.22
78536,2599098,PTM,12,2454.95
78545,2961484,PTM,12,4423.89
78565,2503043,PTM,16,4496.51
78566,2357243,PTM,12,3190.28
78577,2808634,PTM,12,3344.05
78581,2420296,PTM,16,6122.89
78607,2532600,PTM,12,2478.10
78622,2716005,PTM,12,2168.59
78628,2979515,PTM,12,1303.54
78639,3021205,PTM,12,1737.74
78647,2764528,PTM,6,5261.67
78653,2609824,PTM,6,22854.18
78656,3084832,PTM,12,2944.16
78657,3001744,PTM,147,3453.29
78684,2868284,PTM,6,4562.49
78687,2970201,PTM,9,1758.31
78690,3078626,PTM,9,1402.16
78692,2986390,PTM,12,1337.70
78695,2461922,PTM,9,2304.25
78699,2930471,PTM,12,2602.90
78711,2820058,PTM,3,3745.99
78718,2745541,PTM,3,3056.89
78757,2286887,PTM,12,4561.18
78764,2907985,PTM,12,5851.30
78776,2719245,PTM,12,5755.53
78780,2618546,PTM,6,2382.60
78785,3040227,PTM,6,3343.10
78805,2812031,PTM,6,3410.93
78834,2536844,PTM,115,2584.39
78976,2999145,PTM,1,18351.49
79004,2770963,PTM,6,3221.54
79030,3043483,PTM,1,2504.81
79247,2771622,PTM,3,2600.07
79298,2923196,PTM,3,11291.73
79356,3117283,PTM,34,19904.42
79356,3117284,PTM,40,19714.16
79356,3117285,PTM,38,53372.31
79356,3117286,PTM,36,46931.03
79356,3117287,PTM,33,34383.80
79356,3117288,PTM,40,34014.04
79361,2789231,PTM,3,2245.49
79368,2490000,PTM,6,4417.77
79368,2843338,PTM,3,8025.29
79378,2487017,PTM,3,2664.62
79476,2837660,PTM,3,6771.98
79627,2984826,PTM,9,2884.07
79839,2593908,PTM,6,2108.30
79867,3232499,PTM,6,3164.86
79872,3087852,PTM,6,7619.84
79937,3090379,PTM,9,1716.70
80107,2612210,PTM,611,4975.69
80152,2928232,PTM,3,10995.94
80189,2728764,PTM,6,6969.59
80195,2347119,PTM,9,7108.11
80196,2352617,PTM,6,8870.52
80208,2335902,PTM,9,8870.52
80278,2532601,PTM,12,10489.47
80404,2739228,PTM,505,4021.90
80460,2917470,PTM,6,2184.97
80497,2625154,PTM,9,8870.52
80540,2949001,PTM,12,5552.32
80699,2747111,PTM,6,3868.21
80713,2596977,PTM,9,5625.44
80773,2648684,PTM,6,5803.81
80786,2693860,PTM,9,4496.51
80834,2507580,PTM,6,8870.52
80943,2411944,PTM,1,2005.06
80966,2970613,PTM,9,4284.74
80967,2234044,PTM,1,6565.91
81047,2277084,PTM,1,3690.81
81056,2508825,PTM,12,4570.84
81072,2703174,PTM,9,1978.46
81085,2775885,PTM,6,3926.94
81085,2939691,PTM,12,2789.45
81088,2775128,PTM,6,8247.24
81091,2521857,PTM,6,5597.62
81091,2844031,PTM,6,3034.77
81097,2369574,PTM,1,4651.73
81101,2517242,PTM,6,4398.13
81128,2747107,PTM,12,3686.81
81144,2695388,PTM,6,6744.77
81158,2981796,PTM,12,2770.74
81159,2965103,PTM,6,2181.52
81190,2603284,PTM,1,3798.02
81246,2731788,PTM,9,2330.64
81319,2800513,PTM,6,15382.62
81321,2782131,PTM,1,2396.20
81354,2404761,PTM,1,1810.08
81364,2297189,PTM,6,4410.06
81380,2972592,PTM,16,6257.86
81392,2081516,PTM,6,4109.18
81396,2709041,PTM,1,9743.17
81400,3009320,PTM,9,4494.24
81402,2344793,PTM,1,2807.08
81425,2889476,PTM,9,5993.54
81429,2581498,PTM,3,1232.75
81429,2591193,PTM,3,616.38
81459,2692036,PTM,6,2502.28
81594,3087874,PTM,3,4421.46
81628,2786802,PTM,9,10356.63
81661,2961497,PTM,6,15926.31
81662,3075453,PTM,3,959.81
81688,3037076,PTM,9,9236.09
81764,2890274,PTM,55,10972.26
81834,2673420,PTM,49,7778.96
81957,2977007,PTM,9,8869.31
81969,2771031,PTM,9,6740.24
81973,2628224,PTM,139,4984.81
81979,3101520,PTM,9,10475.54
82086,2737961,PTM,267,9104.12
82184,2724420,PTM,6,1566.24
82256,2745548,PTM,3,3440.95
82265,2228211,PTM,12,1251.14
82285,2326180,PTM,9,2193.32
82367,2659948,PTM,6,4527.70
82477,2827740,PTM,9,11298.32
82552,2693862,PTM,307,7006.37
82637,2884156,PTM,6,8163.95
82677,2780857,PTM,12,8917.49
82715,2177766,PTM,12,4419.61
82733,2933646,PTM,55,4044.67
82776,2834272,PTM,6,5164.54
82787,2698891,PTM,264,6498.59
82804,2525901,PTM,3,3691.99
82811,2767762,PTM,112,6846.74
82884,2747113,PTM,69,2398.31
82911,2767778,PTM,1,1718.15
82912,2719264,PTM,9,4641.85
83064,2689532,PTM,332,2320.92
83351,2374506,PTM,31,2127.51
83353,2445020,PTM,9,5168.79
83373,2406084,PTM,6,3987.85
83503,2996039,PTM,6,4081.13
83534,2639504,PTM,9,3253.82
83690,2611377,PTM,115,3589.28
83740,2689535,PTM,9,1803.58
83844,2992076,PTM,9,8271.06
84069,2787871,PTM,6,6118.03
84112,2406630,PTM,9,4109.18
84112,2984676,PTM,9,5708.61
84114,2399180,PTM,9,6582.82
84117,2219114,PTM,31,2651.77
84195,2452396,PTM,350,6574.68
84253,2468827,PTM,12,5722.59
84321,2702860,PTM,6,6227.81
84339,2691007,PTM,6,8765.63
84442,2780096,PTM,6,3754.73
84466,2622992,PTM,139,6538.52
84564,2485539,PTM,241,5358.40
84603,2948166,PTM,12,2603.07
84636,2200590,PTM,6,3093.73
84677,2578703,PTM,9,4109.18
84701,2354510,PTM,133,5184.20
84736,3100333,PTM,9,6332.73
84754,2819913,PTM,6,9434.56
84777,2942703,PTM,51,6823.23
84787,2992698,PTM,9,6985.37
84802,2661180,PTM,6,2936.70
84806,2163380,PTM,6,2209.80
84811,2597826,PTM,12,4894.50
84818,2967985,PTM,51,2194.45
84818,3231222,PTM,3,8608.49
84829,2783803,PTM,55,8059.95
84835,2498042,PTM,6,7396.85
84837,2115002,PTM,12,2525.01
84853,2633823,PTM,9,6922.48
84871,2579126,PTM,9,4608.51
84873,2683457,PTM,1,2300.42
84897,2512543,PTM,51,3716.67
84902,2578706,PTM,6,6577.59
84907,2964563,PTM,6,10812.34
84918,2511184,PTM,1,1292.20
84928,2745553,PTM,9,3142.25
84928,2982391,PTM,9,1486.33
84936,2208257,PTM,26,3314.71
84961,2828694,PTM,177,5957.29
84990,2764270,PTM,12,7690.12
85004,2651581,PTM,9,1776.41
85005,2670804,PTM,23,5004.55
85022,2090081,PTM,9,3409.89
85035,3003679,PTM,9,8210.78
85036,2328303,PTM,180,5028.67
85063,3002927,PTM,9,9313.83
85066,2648708,PTM,12,7383.98
85076,2528771,PTM,23,3314.71
85091,2623667,PTM,9,3686.81
85093,3026212,PTM,26,12132.08
85116,2669532,PTM,245,6382.54
85127,2325752,PTM,9,3987.85
85130,2709907,PTM,3,4641.85
85135,3013076,PTM,6,1941.55
85145,2747112,PTM,499,4087.05
85156,2364731,PTM,12,1547.28
85180,2708707,PTM,12,2126.93
85199,2376452,PTM,9,2050.79
85204,2171111,PTM,12,2876.42
85217,3088725,PTM,6,13138.54
85225,1972389,PTM,9,2635.34
85230,2968967,PTM,9,7793.56
85236,2740972,PTM,225,4532.11
85244,2737962,PTM,12,3586.60
85248,2529878,PTM,9,3987.35
85254,2673424,PTM,112,2028.04
85272,2578702,PTM,9,3305.32
85274,2723739,PTM,6,5036.83
85281,2016684,PTM,12,4204.50
85291,2501027,PTM,9,1252.81
85393,2490014,PTM,3,2262.84
85426,2532004,PTM,12,2598.69
85506,3030145,PTM,69,13072.34
85530,2727622,PTM,6,17855.11
85537,2662664,PTM,42,4894.50
85596,2388048,PTM,1,3921.84
85675,2593910,PTM,260,2588.09
85679,2532003,PTM,12,7383.98
85761,2743616,PTM,6,1887.66
85808,2292866,PTM,51,1932.41
85843,2360605,PTM,3,1664.13
85889,2635715,PTM,10,78624.51
86004,2955568,PTM,3,4626.26
86005,2802106,PTM,6,9147.60
86047,2579156,PTM,6,1983.19
86230,2909932,PTM,363,2724.41
86237,2579149,PTM,1,4721.89
86246,2349080,PTM,6,905.24
86276,2617229,PTM,6,795.01
86331,2579151,PTM,1,1392.18
86445,3013830,PTM,46,2300.36
86506,2444709,PTM,174,7096.41
86732,2399516,PTM,6,2033.80
86792,2499831,PTM,97,1753.94
86826,2801109,PTM,6,5945.82
86830,2684235,PTM,9,3345.36
86854,2812733,PTM,9,7447.45
86864,3007646,PTM,31,5916.19
86953,2661629,PTM,6,1904.51
87000,2745556,PTM,9,5963.76
87003,2356060,PTM,12,2833.13
87012,2726793,PTM,6,7284.80
87016,2727147,PTM,9,1672.68
87019,2364586,PTM,9,1152.13
87118,2982307,PTM,94,23376.55
87185,3070835,PTM,3,2851.41
87202,3019663,PTM,97,18966.22
87384,3046123,PTM,6,5851.30
87386,2742236,PTM,12,4661.28
87387,2623684,PTM,9,5011.24
87466,2726576,PTM,6,5098.62
87486,2879675,PTM,9,4148.86
87522,2347043,PTM,12,1767.84
87604,2628210,PTM,12,2631.55
87691,2579153,PTM,1,2906.52
87769,2348563,PTM,9,3190.28
87863,2579148,PTM,6,2225.56
87921,2683184,PTM,9,11109.32
87934,2770962,PTM,6,6077.41
87945,2602954,PTM,26,2697.91
87950,3032805,PTM,6,6098.95
87971,2726144,PTM,6,8124.45
87981,2893021,PTM,6,14731.20
87987,2578731,PTM,6,4331.14
87987,2823494,PTM,3,5483.65
87997,2416641,PTM,12,6421.22
88003,2349043,PTM,1,1252.81
88003,3042229,PTM,9,563.32
88008,2733567,PTM,9,6631.03
88012,3042193,PTM,12,1252.59
88032,2949682,PTM,12,12193.66
88049,2827996,PTM,9,1002.21
88134,2374297,PTM,1,1267.34
88144,2940580,PTM,63,3587.96
88164,3099760,PTM,1,7969.47
88173,2092291,PTM,6,3237.86
88187,2758344,PTM,12,1392.59
88213,3014693,PTM,3,3987.29
88225,2233426,PTM,1,4006.45
88241,3238269,PTM,21,2673.13
88277,2754818,PTM,112,6069.67
88279,2963998,PTM,9,1563.40
88318,2969019,PTM,6,3970.74
88321,2613147,PTM,6,4721.89
88328,2445609,PTM,12,6175.40
88333,2579123,PTM,3,2465.51
88335,3037842,PTM,6,4198.22
88343,2709042,PTM,6,2435.69
88368,2487295,PTM,6,4496.51
88396,2509890,PTM,9,3530.12
88430,2943222,PTM,6,2706.70
88442,2893221,PTM,9,3664.08
88488,2377186,PTM,6,4838.93
88531,3048241,PTM,12,1607.33
88536,2335437,PTM,1,5173.88
88543,2494931,PTM,1,4618.01
88573,2399414,PTM,6,1055.67
88634,2682650,PTM,289,2766.33
88713,2974046,PTM,6,2279.23
88888,2770180,PTM,535,9353.73
88986,2703144,PTM,12,9442.67
88990,2940399,PTM,245,15468.93
89198,3066601,PTM,12,4040.86
89211,2819924,PTM,1,3772.80
89227,2254852,PTM,6,3216.68
89231,2537470,PTM,373,5526.08
89292,2314006,PTM,6,2279.06
89292,2724323,PTM,12,537.44
89375,3020997,PTM,6,2448.68
89444,2731389,PTM,9,1935.12
89487,2577875,PTM,12,2383.32
89491,2611717,PTM,157,3047.22
89512,2808698,PTM,416,1067.61
89534,2722559,PTM,12,3745.52
89571,2719452,PTM,3,2810.32
89657,2361735,PTM,12,3328.85
89659,2803980,PTM,1,1036.93
89730,3092318,PTM,6,16546.01
89752,2817513,PTM,9,3537.00
89759,2539507,PTM,6,4207.50
89824,2821588,PTM,3,2073.86
89831,2599825,PTM,4,85780.84
89832,2662613,PTM,10,150301.85
89832,2662614,PTM,10,75150.92
89832,2960415,PTM,9,229225.45
89832,3018016,PTM,196,216292.46
89832,3018017,PTM,196,103552.78
89832,3018018,PTM,196,108146.23
89832,3018019,PTM,196,219939.42
